"SECTOR","STATE","STATE_FIPS","COUNTY","COUNTY_FIPS","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP",".07647728","TON"
"Fires - Wildfires","MA","25","Dukes","007","Methane","GHG",".076382","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","",".076315711644211000000000901553","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Berkshire","003","Sulfur Dioxide","CAP",".0762739","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Franklin","011","Sulfur Dioxide","CAP",".07509258","TON"
"Mobile - Commercial Marine Vessels","MA","25","Norfolk","021","Organic Carbon portion of PM2.5-PRI","",".07491845449296","TON"
"Industrial Processes - NEC","MA","25","Bristol","005","Lead","CAP/HAP",".074328","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Nantucket","019","PM10 Primary (Filt + Cond)","CAP",".07361487","TON"
"Fuel Comb - Electric Generation - Other","MA","25","Middlesex","017","Nitrogen Oxides","CAP",".0736","TON"
"Industrial Processes - Pulp & Paper","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","",".073447505","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Worcester","027","PM2.5 Primary (Filt + Cond)","CAP",".0731775","TON"
"Industrial Processes - Ferrous Metals","MA","25","Norfolk","021","Carbon Monoxide","CAP",".073","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Berkshire","003","Nitrous Oxide","GHG",".072590555","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Dukes","007","PM2.5 Primary (Filt + Cond)","CAP",".0699194","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Nantucket","019","Nitrous Oxide","GHG",".069375438","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Dukes","007","Sulfur Dioxide","CAP",".0683757","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Norfolk","021","Sulfur Dioxide","CAP",".06740653","TON"
"Fuel Comb - Residential - Other","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","",".067251989","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP",".06680009","TON"
"Dust - Unpaved Road Dust","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","",".066697085","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP",".06654286","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Berkshire","003","Elemental Carbon portion of PM2.5-PRI","",".066232594491818","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","",".06532","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Berkshire","003","Sulfur Dioxide","CAP",".0651116","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Hampden","013","Sulfur Dioxide","CAP",".0639","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Hampshire","015","Organic Carbon portion of PM2.5-PRI","",".0638495","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Essex","009","Lead","CAP/HAP",".0635264946","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Nantucket","019","Methane","GHG",".06342736","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Essex","009","Organic Carbon portion of PM2.5-PRI","",".062735036","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Franklin","011","Volatile Organic Compounds","CAP",".0626463","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Plymouth","023","Sulfur Dioxide","CAP",".062533","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Worcester","027","Nitrogen Oxides","CAP",".0625","TON"
"Fuel Comb - Electric Generation - Coal","MA","25","Hampden","013","Ammonia","CAP",".0619315","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Norfolk","021","Volatile Organic Compounds","CAP",".0619","TON"
"Industrial Processes - Storage and Transfer","MA","25","Bristol","005","Ammonia","CAP",".0615","TON"
"Fires - Wildfires","MA","25","Dukes","007","Organic Carbon portion of PM2.5-PRI","",".0613898","TON"
"Industrial Processes - NEC","MA","25","Hampshire","015","Ammonia","CAP",".061","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MA","25","Nantucket","019","Organic Carbon portion of PM2.5-PRI","",".0609330539","TON"
"Fuel Comb - Residential - Other","MA","25","Berkshire","003","Sulfur Dioxide","CAP",".0608685","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Dukes","007","PM10 Primary (Filt + Cond)","CAP",".06","TON"
"Industrial Processes - Cement Manuf","MA","25","Middlesex","017","PM2.5 Primary (Filt + Cond)","CAP",".06","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Franklin","011","Organic Carbon portion of PM2.5-PRI","",".059866251175","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Hampden","013","Sulfur Dioxide","CAP",".0596987","TON"
"Industrial Processes - Pulp & Paper","MA","25","Barnstable","001","Organic Carbon portion of PM2.5-PRI","",".05965","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Plymouth","023","Ammonia","CAP",".0595","TON"
"Fuel Comb - Electric Generation - Coal","MA","25","Hampden","013","Elemental Carbon portion of PM2.5-PRI","",".059334068","TON"
"Mobile - Commercial Marine Vessels","MA","25","Hampden","013","Nitrogen Oxides","CAP",".0591497","TON"
"Agriculture - Livestock Waste","MA","25","Nantucket","019","Volatile Organic Compounds","CAP",".059","TON"
"Fuel Comb - Residential - Other","MA","25","Plymouth","023","Organic Carbon portion of PM2.5-PRI","",".058866613","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Nantucket","019","Methane","GHG",".0584407","TON"
"Mobile - Locomotives","MA","25","Bristol","005","Ammonia","CAP",".05816389","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Dukes","007","PM2.5 Primary (Filt + Cond)","CAP",".05771277","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Middlesex","017","PM2.5 Primary (Filt + Cond)","CAP",".05694","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Middlesex","017","PM10 Primary (Filt + Cond)","CAP",".05694","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Franklin","011","Organic Carbon portion of PM2.5-PRI","",".05624704021","TON"
"Fuel Comb - Residential - Other","MA","25","Hampshire","015","Sulfur Dioxide","CAP",".0559975","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Nantucket","019","Organic Carbon portion of PM2.5-PRI","",".0558695268","TON"
"Fuel Comb - Residential - Other","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","",".0557671586","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Worcester","027","Lead","CAP/HAP",".0549663435","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP",".0549162","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Nantucket","019","PM2.5 Primary (Filt + Cond)","CAP",".05484353","TON"
"Mobile - Commercial Marine Vessels","MA","25","Hampshire","015","Nitrogen Oxides","CAP",".0548243","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Nantucket","019","Sulfur Dioxide","CAP",".0547542","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Hampshire","015","Sulfur Dioxide","CAP",".054645302531","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Plymouth","023","PM10 Primary (Filt + Cond)","CAP",".0545755","TON"
"Dust - Paved Road Dust","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","",".05451628","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Franklin","011","Sulfur Dioxide","CAP",".054134665203000000000000672212","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Hampshire","015","Carbon Monoxide","CAP",".054","TON"
"Industrial Processes - Pulp & Paper","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","",".053756","TON"
"Industrial Processes - Pulp & Paper","MA","25","Middlesex","017","Organic Carbon portion of PM2.5-PRI","",".0536316805","TON"
"Fuel Comb - Electric Generation - Other","MA","25","Worcester","027","Elemental Carbon portion of PM2.5-PRI","",".0532241892","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Worcester","027","Carbon Monoxide","CAP",".053","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Plymouth","023","Ammonia","CAP",".0528275","TON"
"Industrial Processes - Chemical Manuf","MA","25","Hampden","013","Elemental Carbon portion of PM2.5-PRI","",".0524740224506","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Nantucket","019","Sulfur Dioxide","CAP",".05242812","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Norfolk","021","Elemental Carbon portion of PM2.5-PRI","",".0523078976","TON"
"Industrial Processes - NEC","MA","25","Essex","009","Sulfur Dioxide","CAP",".0518","TON"
"Solvent - Dry Cleaning","MA","25","Franklin","011","Volatile Organic Compounds","CAP",".0516916","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Bristol","005","Elemental Carbon portion of PM2.5-PRI","",".05097166297","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Dukes","007","Ammonia","CAP",".0509160378","TON"
"Fuel Comb - Residential - Other","MA","25","Berkshire","003","PM10 Primary (Filt + Cond)","CAP",".0507237","TON"
"Fuel Comb - Residential - Other","MA","25","Berkshire","003","Ammonia","CAP",".0507237","TON"
"Industrial Processes - Chemical Manuf","MA","25","Middlesex","017","PM2.5 Primary (Filt + Cond)","CAP",".0506504","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Berkshire","003","Sulfur Dioxide","CAP",".04989493815","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Hampden","013","PM10 Primary (Filt + Cond)","CAP",".0497489","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Hampden","013","Ammonia","CAP",".0497489","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Berkshire","003","Sulfur Dioxide","CAP",".0493","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Berkshire","003","Organic Carbon portion of PM2.5-PRI","",".049273827395","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Franklin","011","Nitrous Oxide","GHG",".048994017","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Franklin","011","Ammonia","CAP",".0488398","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Berkshire","003","PM10 Primary (Filt + Cond)","CAP",".0487517","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Hampden","013","Nitrous Oxide","GHG",".04873637","TON"
"Fires - Wildfires","MA","25","Middlesex","017","Nitrogen Oxides","CAP",".048504","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Franklin","011","Ammonia","CAP",".04842871916","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Barnstable","001","Nitrous Oxide","GHG",".04825272","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","",".04823838","TON"
"Industrial Processes - Storage and Transfer","MA","25","Plymouth","023","Organic Carbon portion of PM2.5-PRI","",".04756631607","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Nantucket","019","PM10 Primary (Filt + Cond)","CAP",".0474536","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Berkshire","003","Sulfur Dioxide","CAP",".0470403170915","TON"
"Fuel Comb - Residential - Other","MA","25","Barnstable","001","Organic Carbon portion of PM2.5-PRI","",".04702344492","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Dukes","007","Ammonia","CAP",".047","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","",".04685296148","TON"
"Industrial Processes - Storage and Transfer","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","",".0468434681303","TON"
"Fuel Comb - Residential - Other","MA","25","Hampshire","015","Ammonia","CAP",".0466646","TON"
"Fuel Comb - Residential - Other","MA","25","Hampshire","015","PM10 Primary (Filt + Cond)","CAP",".0466646","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Dukes","007","Volatile Organic Compounds","CAP",".0464955","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","",".045356976","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Berkshire","003","PM2.5 Primary (Filt + Cond)","CAP",".0453401","TON"
"Fuel Comb - Residential - Oil","MA","25","Worcester","027","Lead","CAP/HAP",".045206019387790502634","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Suffolk","025","Volatile Organic Compounds","CAP",".0451033","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Nantucket","019","Ammonia","CAP",".0447159","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Nantucket","019","Carbon Monoxide","CAP",".0446","TON"
"Mobile - Commercial Marine Vessels","MA","25","Nantucket","019","Sulfur Dioxide","CAP",".04459298","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Berkshire","003","Elemental Carbon portion of PM2.5-PRI","",".044188108","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Plymouth","023","PM2.5 Primary (Filt + Cond)","CAP",".04417","TON"
"Industrial Processes - Chemical Manuf","MA","25","Berkshire","003","Elemental Carbon portion of PM2.5-PRI","",".044144464","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Plymouth","023","Volatile Organic Compounds","CAP",".0439073","TON"
"Fuel Comb - Electric Generation - Coal","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","",".043807396","TON"
"Fuel Comb - Residential - Oil","MA","25","Suffolk","025","Lead","CAP/HAP",".043724767392681384657","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Nantucket","019","PM10 Primary (Filt + Cond)","CAP",".043457704203960000000013456","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Nantucket","019","PM2.5 Primary (Filt + Cond)","CAP",".043396113203960000000013456","TON"
"Waste Disposal","MA","25","Essex","009","Lead","CAP/HAP",".0431767","TON"
"Mobile - Aircraft","MA","25","Suffolk","025","Lead","CAP/HAP",".043032036","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Dukes","007","Organic Carbon portion of PM2.5-PRI","",".042874093876","TON"
"Mobile - Commercial Marine Vessels","MA","25","Nantucket","019","Ammonia","CAP",".04285853","TON"
"Fuel Comb - Electric Generation - Coal","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","",".0428","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","",".04246165213594","TON"
"Fuel Comb - Residential - Oil","MA","25","Essex","009","Lead","CAP/HAP",".04227734690461121688","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Bristol","005","Lead","CAP/HAP",".0421522605","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Franklin","011","Sulfur Dioxide","CAP",".0420792","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Middlesex","017","PM10 Primary (Filt + Cond)","CAP",".04192516","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Nantucket","019","Elemental Carbon portion of PM2.5-PRI","",".041022548588","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","MA","25","Hampden","013","Elemental Carbon portion of PM2.5-PRI","",".0408260212","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Dukes","007","PM10 Primary (Filt + Cond)","CAP",".040766951741530000000013456","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Dukes","007","PM2.5 Primary (Filt + Cond)","CAP",".040756039657230000000013456","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Hampshire","015","Nitrous Oxide","GHG",".04075239","TON"
"Fuel Comb - Residential - Natural Gas","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","",".040651982","TON"
"Fuel Comb - Residential - Other","MA","25","Berkshire","003","PM2.5 Primary (Filt + Cond)","CAP",".040579","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Barnstable","001","PM10 Primary (Filt + Cond)","CAP",".04046023","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Hampshire","015","Volatile Organic Compounds","CAP",".0402","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","",".03986635432","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Hampden","013","PM2.5 Primary (Filt + Cond)","CAP",".0397991","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Nantucket","019","Carbon Monoxide","CAP",".0397872","TON"
"Industrial Processes - Ferrous Metals","MA","25","Plymouth","023","Elemental Carbon portion of PM2.5-PRI","",".0394415814","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Nantucket","019","PM2.5 Primary (Filt + Cond)","CAP",".0392405","TON"
"Mobile - Locomotives","MA","25","Franklin","011","Sulfur Dioxide","CAP",".038987","TON"
"Industrial Processes - Storage and Transfer","MA","25","Essex","009","Organic Carbon portion of PM2.5-PRI","",".0384161589225","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Nantucket","019","Sulfur Dioxide","CAP",".0383741","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Essex","009","Organic Carbon portion of PM2.5-PRI","",".03826938955","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Barnstable","001","PM2.5 Primary (Filt + Cond)","CAP",".038099064","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Berkshire","003","Volatile Organic Compounds","CAP",".0379","TON"
"Miscellaneous Non-Industrial NEC","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","",".037718910166","TON"
"Fuel Comb - Residential - Oil","MA","25","Norfolk","021","Lead","CAP/HAP",".037493492275584583754","TON"
"Fuel Comb - Residential - Other","MA","25","Hampshire","015","PM2.5 Primary (Filt + Cond)","CAP",".0373317","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Bristol","005","Organic Carbon portion of PM2.5-PRI","",".036969884895","TON"
"Industrial Processes - Chemical Manuf","MA","25","Bristol","005","Elemental Carbon portion of PM2.5-PRI","",".03672578","TON"
"Industrial Processes - NEC","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","",".036423800416","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Dukes","007","Elemental Carbon portion of PM2.5-PRI","",".0361425568","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Berkshire","003","Sulfur Dioxide","CAP",".03593905","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Dukes","007","Organic Carbon portion of PM2.5-PRI","",".03577117","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","",".0357535101","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Norfolk","021","PM10 Primary (Filt + Cond)","CAP",".03562","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Norfolk","021","PM2.5 Primary (Filt + Cond)","CAP",".03562","TON"
"Dust - Construction Dust","MA","25","Barnstable","001","Organic Carbon portion of PM2.5-PRI","",".0353569755","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Barnstable","001","Elemental Carbon portion of PM2.5-PRI","",".035134786656","TON"
"Industrial Processes - NEC","MA","25","Nantucket","019","PM2.5 Primary (Filt + Cond)","CAP",".0348609","TON"
"Waste Disposal","MA","25","Plymouth","023","Lead","CAP/HAP",".0347499","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Nantucket","019","Elemental Carbon portion of PM2.5-PRI","",".03473476","TON"
"Fires - Wildfires","MA","25","Middlesex","017","Ammonia","CAP",".034673","TON"
"Mobile - Locomotives","MA","25","Franklin","011","Ammonia","CAP",".0345904","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Dukes","007","PM10 Primary (Filt + Cond)","CAP",".0345376666","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Middlesex","017","PM2.5 Primary (Filt + Cond)","CAP",".03453306","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Hampshire","015","Elemental Carbon portion of PM2.5-PRI","",".034181378406","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Essex","009","Sulfur Dioxide","CAP",".0341","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Plymouth","023","Elemental Carbon portion of PM2.5-PRI","",".033975324","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Hampden","013","Lead","CAP/HAP",".0339464583","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Bristol","005","Elemental Carbon portion of PM2.5-PRI","",".033788970798","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Plymouth","023","Organic Carbon portion of PM2.5-PRI","",".03318524076","TON"
"Industrial Processes - Ferrous Metals","MA","25","Bristol","005","PM10 Primary (Filt + Cond)","CAP",".033","TON"
"Industrial Processes - Ferrous Metals","MA","25","Bristol","005","PM2.5 Primary (Filt + Cond)","CAP",".033","TON"
"Industrial Processes - NEC","MA","25","Plymouth","023","Ammonia","CAP",".0328","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Worcester","027","Organic Carbon portion of PM2.5-PRI","",".03267375375","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Plymouth","023","Sulfur Dioxide","CAP",".0326","TON"
"Fuel Comb - Electric Generation - Other","MA","25","Essex","009","Sulfur Dioxide","CAP",".0323","TON"
"Fuel Comb - Comm/Institutional - Other","MA","25","Dukes","007","Volatile Organic Compounds","CAP",".0322545","TON"
"Dust - Paved Road Dust","MA","25","Nantucket","019","Elemental Carbon portion of PM2.5-PRI","",".032008184","TON"
"Fuel Comb - Residential - Oil","MA","25","Bristol","005","Lead","CAP/HAP",".031771473930917007685","TON"
"Fuel Comb - Electric Generation - Coal","MA","25","Essex","009","Organic Carbon portion of PM2.5-PRI","",".0316","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Barnstable","001","Elemental Carbon portion of PM2.5-PRI","",".031535414977891000000000901553","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","MA","25","Dukes","007","Organic Carbon portion of PM2.5-PRI","",".0312190121","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Norfolk","021","Lead","CAP/HAP",".0309570895","TON"
"Fuel Comb - Electric Generation - Natural Gas","MA","25","Barnstable","001","Sulfur Dioxide","CAP",".0309","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","MA","25","Dukes","007","Volatile Organic Compounds","CAP",".0305864","TON"
"Agriculture - Crops & Livestock Dust","MA","25","Barnstable","001","Organic Carbon portion of PM2.5-PRI","",".03047494703","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Essex","009","Elemental Carbon portion of PM2.5-PRI","",".030285684","TON"
"Mobile - Non-Road Equipment - Other","MA","25","Hampshire","015","Sulfur Dioxide","CAP",".0301712246462","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","MA","25","Hampden","013","Organic Carbon portion of PM2.5-PRI","",".0301425764","TON"
"Industrial Processes - NEC","MA","25","Franklin","011","Carbon Monoxide","CAP",".03","TON"
"Fuel Comb - Residential - Other","MA","25","Franklin","011","Sulfur Dioxide","CAP",".029981","TON"
"Industrial Processes - Chemical Manuf","MA","25","Worcester","027","Elemental Carbon portion of PM2.5-PRI","",".02960873656","TON"
"Mobile - Locomotives","MA","25","Hampshire","015","Sulfur Dioxide","CAP",".0294059","TON"
"Industrial Processes - Pulp & Paper","MA","25","Berkshire","003","Ammonia","CAP",".029","TON"
"Fuel Comb - Electric Generation - Other","MA","25","Worcester","027","Volatile Organic Compounds","CAP",".0284","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Dukes","007","Volatile Organic Compounds","CAP",".028252497","TON"
"Industrial Processes - Ferrous Metals","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","",".02791994184","TON"
"Fuel Comb - Residential - Oil","MA","25","Plymouth","023","Lead","CAP/HAP",".027810053741444006665","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Middlesex","017","Elemental Carbon portion of PM2.5-PRI","",".0277197684479","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","25","Middlesex","017","Ammonia","CAP",".0276605","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","MA","25","Franklin","011","Sulfur Dioxide","CAP",".0275596348","TON"
"Industrial Processes - Chemical Manuf","MA","25","Essex","009","Sulfur Dioxide","CAP",".0274","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Barnstable","001","Organic Carbon portion of PM2.5-PRI","",".027319246028","TON"
"Fuel Comb - Electric Generation - Oil","MA","25","Barnstable","001","Lead","CAP/HAP",".02682455","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Norfolk","021","Ammonia","CAP",".0266","TON"
"Fuel Comb - Residential - Oil","MA","25","Hampden","013","Lead","CAP/HAP",".026345717499854363788","TON"
"Industrial Processes - NEC","MA","25","Suffolk","025","Sulfur Dioxide","CAP",".0262","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Barnstable","001","Nitrogen Oxides","CAP",".0262","TON"
"Industrial Processes - NEC","MA","25","Hampshire","015","Organic Carbon portion of PM2.5-PRI","",".0261928035","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Franklin","011","Nitrous Oxide","GHG",".02615614","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Nantucket","019","Volatile Organic Compounds","CAP",".0260944","TON"
"Mobile - Locomotives","MA","25","Hampshire","015","Ammonia","CAP",".0260899","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MA","25","Bristol","005","Sulfur Dioxide","CAP",".0259","TON"
"Fires - Agricultural Field Burning","MA","25","Plymouth","023","Sulfur Dioxide","CAP",".02584","TON"
"Fires - Agricultural Field Burning","MA","25","Nantucket","019","Sulfur Dioxide","CAP",".02584","TON"
"Fires - Wildfires","MA","25","Dukes","007","Ammonia","CAP",".02583","TON"
"Mobile - On-Road Diesel Heavy Duty Vehicles","MA","25","Dukes","007","Sulfur Dioxide","CAP",".0254820503","TON"
"Fuel Comb - Comm/Institutional - Biomass","MA","25","Nantucket","019","Elemental Carbon portion of PM2.5-PRI","",".0254553859","TON"
"Industrial Processes - Non-ferrous Metals","MA","25","Middlesex","017","Organic Carbon portion of PM2.5-PRI","",".02542371","TON"
"Industrial Processes - Storage and Transfer","MA","25","Franklin","011","Elemental Carbon portion of PM2.5-PRI","",".025168","TON"
"Fuel Comb - Residential - Other","MA","25","Franklin","011","PM10 Primary (Filt + Cond)","CAP",".0249841","TON"
"Fuel Comb - Residential - Other","MA","25","Franklin","011","Ammonia","CAP",".0249841","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MA","25","Nantucket","019","PM10 Primary (Filt + Cond)","CAP",".02470626","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","MA","25","Berkshire","003","Nitrous Oxide","GHG",".02467299","TON"
